name,price,image_url,product_url
Ryker LumaTech™ Tee (V-neck),$28.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms02-gray_main.jpg,https://www.scrapingcourse.com/ecommerce/product/ryker-lumatech-tee-v-neck/
Sahara Leggings,$75.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp05-gray_main.jpg,https://www.scrapingcourse.com/ecommerce/product/sahara-leggings/
Savvy Shoulder Tote,$32.00$24.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb05-red-0.jpg,https://www.scrapingcourse.com/ecommerce/product/savvy-shoulder-tote/
Selene Yoga Hoodie,$42.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wh05-white_main.jpg,https://www.scrapingcourse.com/ecommerce/product/selene-yoga-hoodie/
Sinbad Fitness Tank,$29.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt09-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/sinbad-fitness-tank/
Sol Active Short,$32.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh10-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/sol-active-short/
Sparta Gym Tank,$29.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt08-green_main.jpg,https://www.scrapingcourse.com/ecommerce/product/sparta-gym-tank/
Sprite Foam Roller,$19.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/luma-foam-roller.jpg,https://www.scrapingcourse.com/ecommerce/product/sprite-foam-roller/
Sprite Foam Yoga Brick,$5.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/luma-yoga-brick.jpg,https://www.scrapingcourse.com/ecommerce/product/sprite-foam-yoga-brick/
Sprite Stasis Ball 55 cm,$23.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/luma-stability-ball-gray.jpg,https://www.scrapingcourse.com/ecommerce/product/sprite-stasis-ball-55-cm/
Sprite Stasis Ball 55 cm,$23.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/luma-stability-ball-pink.jpg,https://www.scrapingcourse.com/ecommerce/product/sprite-stasis-ball-55-cm-2/
Sprite Stasis Ball 55 cm,$23.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/luma-stability-ball.jpg,https://www.scrapingcourse.com/ecommerce/product/sprite-stasis-ball-55-cm-3/
Sprite Stasis Ball 65 cm,$27.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/luma-stability-ball-gray.jpg,https://www.scrapingcourse.com/ecommerce/product/sprite-stasis-ball-65-cm/
Sprite Stasis Ball 65 cm,$27.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/luma-stability-ball-pink.jpg,https://www.scrapingcourse.com/ecommerce/product/sprite-stasis-ball-65-cm-2/
Sprite Stasis Ball 65 cm,$27.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/luma-stability-ball.jpg,https://www.scrapingcourse.com/ecommerce/product/sprite-stasis-ball-65-cm-3/
Sprite Stasis Ball 75 cm,$32.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/luma-stability-ball-gray.jpg,https://www.scrapingcourse.com/ecommerce/product/sprite-stasis-ball-75-cm/
Sprite Stasis Ball 75 cm,$32.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/luma-stability-ball-pink.jpg,https://www.scrapingcourse.com/ecommerce/product/sprite-stasis-ball-75-cm-2/
Sprite Stasis Ball 75 cm,$32.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/luma-stability-ball.jpg,https://www.scrapingcourse.com/ecommerce/product/sprite-stasis-ball-75-cm-3/
Sprite Yoga Strap 10 foot,$21.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/luma-yoga-strap.jpg,https://www.scrapingcourse.com/ecommerce/product/sprite-yoga-strap-10-foot/
Sprite Yoga Strap 6 foot,$14.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/luma-yoga-strap.jpg,https://www.scrapingcourse.com/ecommerce/product/sprite-yoga-strap-6-foot/
Sprite Yoga Strap 8 foot,$17.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/luma-yoga-strap.jpg,https://www.scrapingcourse.com/ecommerce/product/sprite-yoga-strap-8-foot/
Stark Fundamental Hoodie,$42.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh06-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/stark-fundamental-hoodie/
Stellar Solar Jacket,$75.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wj01-red_main.jpg,https://www.scrapingcourse.com/ecommerce/product/stellar-solar-jacket/
Strike Endurance Tee,$39.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms08-black_main.jpg,https://www.scrapingcourse.com/ecommerce/product/strike-endurance-tee/
Strive Shoulder Pack,$32.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mb04-black-0.jpg,https://www.scrapingcourse.com/ecommerce/product/strive-shoulder-pack/
Summit Watch,$54.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mg03-br-0.jpg,https://www.scrapingcourse.com/ecommerce/product/summit-watch/
Supernova Sport Pant,$45.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp04-gray_main.jpg,https://www.scrapingcourse.com/ecommerce/product/supernova-sport-pant/
Sybil Running Short,$44.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wsh08-purple_main.jpg,https://www.scrapingcourse.com/ecommerce/product/sybil-running-short/
Sylvia Capri,$42.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wp11-green_main.jpg,https://www.scrapingcourse.com/ecommerce/product/sylvia-capri/
Taurus Elements Shell,$65.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj09-yellow_main.jpg,https://www.scrapingcourse.com/ecommerce/product/taurus-elements-shell/
Teton Pullover Hoodie,$70.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mh02-black_main.jpg,https://www.scrapingcourse.com/ecommerce/product/teton-pullover-hoodie/
Thorpe Track Pant,$68.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp07-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/thorpe-track-pant/
Tiberius Gym Tank,$18.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt10-yellow_main.jpg,https://www.scrapingcourse.com/ecommerce/product/tiberius-gym-tank/
Tiffany Fitness Tee,$28.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ws09-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/tiffany-fitness-tee/
Torque Power Short,$32.50,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh04-gray_main.jpg,https://www.scrapingcourse.com/ecommerce/product/torque-power-short/
Tristan Endurance Tank,$29.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt02-white_main.jpg,https://www.scrapingcourse.com/ecommerce/product/tristan-endurance-tank/
Troy Yoga Short,$24.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/msh09-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/troy-yoga-short/
Typhon Performance Fleece-lined Jacket,$60.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mj11-black_main.jpg,https://www.scrapingcourse.com/ecommerce/product/typhon-performance-fleece-lined-jacket/
Viktor LumaTech™ Pant,$46.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp02-gray_main.jpg,https://www.scrapingcourse.com/ecommerce/product/viktor-lumatech-pant/
Voyage Yoga Bag,$32.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wb01-black-0.jpg,https://www.scrapingcourse.com/ecommerce/product/voyage-yoga-bag/
Vulcan Weightlifting Tank,$28.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mt06-black_main.jpg,https://www.scrapingcourse.com/ecommerce/product/vulcan-weightlifting-tank/
Wayfarer Messenger Bag,$45.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mb05-black-0.jpg,https://www.scrapingcourse.com/ecommerce/product/wayfarer-messenger-bag/
Zeppelin Yoga Pant,$82.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/mp08-green_main.jpg,https://www.scrapingcourse.com/ecommerce/product/zeppelin-yoga-pant/
Zing Jump Rope,$12.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ug04-bk-0.jpg,https://www.scrapingcourse.com/ecommerce/product/zing-jump-rope/
Zoe Tank,$29.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/wt02-orange_main.jpg,https://www.scrapingcourse.com/ecommerce/product/zoe-tank/
Zoltan Gym Tee,$29.00,https://www.scrapingcourse.com/ecommerce/wp-content/uploads/2024/03/ms06-blue_main.jpg,https://www.scrapingcourse.com/ecommerce/product/zoltan-gym-tee/
